step,sim_time_s,altitude_km,latitude_deg,longitude_deg,battery_soc,solar_power_w,power_draw_w,in_eclipse,in_saa,fdir_mode,seu_active,gs_visible,panel_eff,drag_coeff,thrust_x,thrust_y,thrust_z,throttle,deep_sleep,payload_on,fdir_overridden,is_done,done_reason
10000,50005,568.0563411351095,-62.16977745445183,-113.06146453527779,0.9889046843406866,89.71089572150562,5,0,0,0,0,0,0.9967877302389514,2.2900554542887344,0.23374772,-0.20618516,0.48436883,0,1,0,0,0,0
20000,100005,579.9973442239898,63.41331342467591,67.93289561169229,0.9009052221877124,89.39157065766074,55,0,0,0,0,0,0.9932396739740081,2.4134702406498616,-0.31070435,0.31203344,-0.53754413,0.3055084,0,1,0,0,0
30000,150005,663.6566376381925,-20.720708829293383,24.957239499478554,0.9478711394301811,0,30,1,0,0,0,0,0.993098165582835,2.446818397522941,-0.2559683,-0.27917814,0.49865675,0,0,0,0,0,0
40000,200005,571.7952482593846,-12.338425173631569,5.251657233905667,0.977006480063855,88.524409415351,55,0,0,0,0,0,0.9836045490594556,2.4146572946717075,-0.31070438,0.31203306,-0.53754395,0.30550835,0,1,0,0,0
50000,250005,690.5114084031502,33.57110057154516,-28.319466269785362,0.8779879383597777,0,30,1,0,0,0,0,0.9651123352041919,2.4677737306285765,-0.19739567,-0.45534545,0.6768944,0,0,0,0,0,0
60000,300005,627.0973121341676,-49.225953793975684,-62.34851407257483,0.9982907354290423,86.7698041194221,5,0,0,0,0,0,0.9641089346602456,2.4772286287735636,0.18865135,-0.10602446,0.4948604,0,1,0,0,0,0
70000,350005,699.6217809579484,49.583282140383446,-92.52095084021708,0.8679554814290624,0,30,1,0,0,0,0,0.9690466211310322,2.349232182503009,-0.3358364,-0.3146886,0.72279966,0,0,0,0,0,0
80000,400005,650.5500937989109,-47.531416364109205,-121.91589586229512,1,87.6821309566213,5,0,0,0,0,0,0.9742458995180144,2.331466127610815,0.20069213,-0.10357136,0.47189334,0,1,0,0,0,0
90000,450005,779.9743872758645,28.431015304686703,-147.51136227060164,0.9049165991031209,0,30,1,0,0,0,0,0.9790081908493221,2.2503012631150225,-0.17748608,-0.49641526,0.66920066,0,0,0,0,0,0
100000,500005,587.7314166523147,-7.31917034164417,-174.22605194525616,0.9967568599676186,87.09667197259581,55,0,0,0,0,0,0.9677407996955091,2.2265653527248332,-0.31070438,0.3120333,-0.53754395,0.30550835,0,1,0,0,0
110000,550005,907.6634663479299,-28.08121332015667,161.0896713446961,1,0,30,1,0,0,0,0,0.9605666331091025,2.24058842165263,-0.13968325,-0.1989427,0.4739221,0,0,0,0,0,0
120000,600005,598.4793170459088,71.71646187792685,152.08305674758014,0.8893708979158458,85.7135944217093,55,0,0,0,0,0,0.9523732713523255,2.280008080151639,-0.31070435,0.31203344,-0.53754413,0.3055084,0,1,0,0,0
130000,650005,761.9654483520944,-58.67304455110648,-81.75057012025725,1,87.74415194328455,5,0,0,0,0,0,0.9749350215920506,2.317742726642674,0.22355685,-0.27574605,0.5679758,0,1,0,0,0,0
140000,700005,969.1154353490738,-6.406712910296016,-97.40199111773774,0.9676978062737321,0,30,1,0,0,0,0,0.9792323541999557,2.2499042749816383,-0.26496753,-0.27718794,0.49436024,0,0,0,0,0,0
150000,750005,607.1825875319,74.94677201518186,-96.34330611067068,0.9008503470186255,89.15030196324116,55,0,0,0,0,0,0.9905589107026797,2.4079629801130653,-0.31070435,0.31203344,-0.53754413,0.3055084,0,1,0,0,0
160000,800005,693.6484083617634,-29.783599808466423,16.89106490179911,1,87.91143671986265,55,0,0,0,0,0,0.9767937413318072,2.3770632116536676,-0.17884752,0.16150336,-0.29783252,0,0,1,0,0,0
170000,850005,1059.2879519502594,-58.379217143824405,5.000065630083842,1,87.12460102351471,5,0,0,0,0,0,0.9680511224834968,2.3487034223486645,0.22356993,-0.27583325,0.56797814,0,1,0,0,0,0
180000,900005,974.883555532736,18.834004589854928,138.66834077402822,0.9222530884332334,0,30,1,0,0,0,0,0.9586145901723357,2.3873232229420704,-0.14599001,-0.50316525,0.44609788,0,0,0,0,0,0
190000,950005,630.9206976138958,80.46026777570735,170.45657734324882,0.8840087540369878,86.10779397294553,55,0,0,0,0,0,0.9567532663660615,2.431138028955149,-0.31070435,0.31203344,-0.53754413,0.3055084,0,1,0,0,0
200000,1000005,580.8026307601867,12.413546807075166,-96.81368332820797,0.9677144054605676,86.75613425163374,55,0,0,0,0,0,0.9639570472403749,2.272784421832345,-0.31070435,0.31203344,-0.53754413,0.3055084,0,1,0,0,0
210000,1050005,855.7012458692307,-48.593603098932164,41.8499349856834,1,87.43651316792116,5,0,0,0,0,0,0.9715168129769018,2.1135744301547534,0.2235581,-0.27578014,0.56807864,0,1,0,0,0,0
220000,1100005,1133.3210945861883,-78.22185067949249,80.4194449594664,1,87.89751626666062,5,0,0,0,0,0,0.9766390696295624,2.201850173473033,0.22357023,-0.27583444,0.5679773,0,1,0,0,0,0
230000,1150005,1246.7891320704211,-41.89618347019879,-166.27901982312886,0.9758028859309124,88.77437651925848,5,0,0,0,0,0,0.9863819613250943,2.1692576021727827,0.22356957,-0.2758324,0.56797916,0,1,0,0,0,0
240000,1200005,1212.7843870638035,-10.885229835649186,-22.241522524865292,0.9782112581270238,0,30,1,0,0,0,0,0.9881373568164462,2.154751302645415,-0.19452931,-0.14928128,0.43605113,0,0,0,0,0,0
250000,1250005,1111.563897271426,13.436038081057085,124.07945009749615,0.9404404483648994,0,30,1,0,0,0,0,0.9771896255740483,2.1209863557268944,-0.08815956,-0.53587687,0.51312363,0,0,0,0,0,0
